10/06/2014 16:41:07	v09n02	v09n02a01.html	0
10/06/2014 16:41:07	v09n02	v09n02a02.html	0
10/06/2014 16:41:08	v09n02	v09n02a03.html	1
10/06/2014 16:41:08	v09n02	v09n02a04.html	0
10/06/2014 16:41:08	v09n02	v09n02a05.html	0
10/06/2014 16:41:08	v09n02	v09n02a06.html	0
10/06/2014 16:41:09	v09n02	v09n02a07.html	1
10/06/2014 16:41:09	v09n02	v09n02a08.html	0
10/06/2014 16:41:09	v09n02	v09n02a09.html	0
10/06/2014 16:41:09	v09n02	v09n02a10.html	0
10/06/2014 16:41:10	v09n02	v09n02a11.html	1
10/06/2014 16:41:10	v09n02	v09n02a12.html	0
10/06/2014 16:41:10	v09n02	v09n02a13.html	0
10/06/2014 16:43:35	v09n02	v09n02a01.html	0
10/06/2014 16:43:36	v09n02	v09n02a02.html	0
10/06/2014 16:43:36	v09n02	v09n02a03.html	0
10/06/2014 16:43:36	v09n02	v09n02a04.html	0
10/06/2014 16:43:37	v09n02	v09n02a05.html	1
10/06/2014 16:43:37	v09n02	v09n02a06.html	0
10/06/2014 16:43:37	v09n02	v09n02a07.html	0
10/06/2014 16:43:37	v09n02	v09n02a08.html	0
10/06/2014 16:43:37	v09n02	v09n02a09.html	0
10/06/2014 16:43:38	v09n02	v09n02a10.html	1
10/06/2014 16:43:39	v09n02	v09n02a11.html	1
10/06/2014 16:43:39	v09n02	v09n02a12.html	0
10/06/2014 16:43:39	v09n02	v09n02a13.html	0
